,fips_cd,apn,IsTraining,prop_house_number,prop_house_number_2,prop_house_number_suffix,prop_direction_left,prop_street_name,prop_suffix,prop_direction_right,prop_unit_type,prop_unit_number,prop_city,prop_state,prop_zip_code,prop_zip_plus_4,dwelling_type,zoning,census_tract,mobile_home_ind,timeshare_ind,acres,land_square_footage,irregular_lot_flg,assessed_total_value,assessed_land_value,assessed_improvement_value,market_total_value,market_land_value,market_improvement_value,tax_amt,tax_year,delinquent_tax_year,assessed_year,tax_cd_area,building_square_feet,total_living_square_feet,total_ground_floor_square_feet,total_basement_square_feet,total_garage_parking_square_feet,year_built,effective_year_built,bedrooms,total_rooms,total_baths_calculated,air_conditioning,basement_cd,condition,construction_type,fireplace_num,garage_type,heating_type,construction_quality,roof_cover,roof_type,stories_cd,style,geocode_latitude,geocode_longitude,avm_final_value0,avm_std_deviation0,avm_final_value1,avm_std_deviation1,avm_final_value2,avm_std_deviation2,avm_final_value3,avm_std_deviation3,avm_final_value4,avm_std_deviation4,first_mtg_amt,distressed_sale_flg,sale_amt,transaction_date
50,42001,08 008-0270---000,1,110,,,S,JEFFERSON,ST,,,,HANOVER,PA,17331.0,4801.0,Single Family Residential,,31101.0,,,0.12,5227,,124400.0,21100.0,103300.0,124400.0,21100.0,103300.0,2343.87,2018,0,2018,CONEWAGO V,1118,1118,0,0,0,1968,1968,3,6,1,Central,Full Basement,,,0,Carport,Forced air unit,,,,,,39.804184,-77.005865,148100.0,0.1,148500.0,0.13,145000.0,0.14,146000.0,0.19,124626.0,0.2125,132554.0,Y,135000.0,05/23/16
51,42001,08 021-0036---000,0,33,,,,EVERGREEN,DR,,,,HANOVER,PA,17331.0,8936.0,Single Family Residential,,31000.0,,,0.24,10454,,161300.0,35200.0,126100.0,161300.0,35200.0,126100.0,3039.12,2018,0,2018,CONEWAGO V,1188,1188,0,0,0,1960,1960,3,5,1,,Full Basement,,,1,None,Electric,,,,100.0,,39.820605,-77.030179,138100.0,0.05,136900.0,0.1,138000.0,0.1,140000.0,0.12,146606.0,0.2829,149400.0,Y,145900.0,01/25/12
52,42001,08 021-0036---000,0,33,,,,EVERGREEN,DR,,,,HANOVER,PA,17331.0,8936.0,Single Family Residential,,31000.0,,,0.24,10454,,161300.0,35200.0,126100.0,161300.0,35200.0,126100.0,3039.12,2018,0,2018,CONEWAGO V,1188,1188,0,0,0,1960,1960,3,5,1,,Full Basement,,,1,None,Electric,,,,100.0,,39.820605,-77.030179,138100.0,0.05,136900.0,0.1,138000.0,0.1,140000.0,0.12,146606.0,0.2829,0.0,Y,140000.0,03/08/18
53,42001,09 E12-0073---000,1,1431,,,,CHAMBERSBURG,RD,,,,GETTYSBURG,PA,17325.0,8438.0,Store/Office (mixed use),,31401.0,,,1.4,60984,,500700.0,43200.0,457500.0,500700.0,43200.0,457500.0,859.0,2018,0,2018,GERRYSBURG,0,0,0,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,427000.0,12/26/12
54,42001,08 021-0037---000,0,25,,,,EVERGREEN,DR,,,,HANOVER,PA,17331.0,8936.0,Single Family Residential,,31000.0,,,0.33,14375,,151400.0,37200.0,114200.0,151400.0,37200.0,114200.0,2852.59,2018,0,2018,CONEWAGO V,1092,1092,0,0,336,1972,1972,3,5,1,,Full Basement,,,0,Attached Garage,Electric,,,,100.0,,39.821073,-77.030644,165900.0,0.14,166700.0,0.19,174000.0,0.19,166000.0,0.2,131535.0,0.2175,143200.0,Y,143200.0,06/20/12
55,42001,08 008-0294---000,0,221,,,,SOUTH,ST,,,,HANOVER,PA,17331.0,4907.0,Single Family Residential,,31101.0,,,0.13,5663,,134300.0,21800.0,112500.0,134300.0,21800.0,112500.0,2530.4,2018,0,2018,CONEWAGO V,1440,1440,0,0,0,1900,1900,3,8,2,,Partial Basement,,,0,Detached Garage,Forced air unit,,,,,,39.803888,-76.999854,0.0,1.0,0.0,0.29,160000.0,0.26,162000.0,0.29,145749.0,0.2788,123405.0,Y,129900.0,07/31/14
56,42001,08 008-0294---000,0,221,,,,SOUTH,ST,,,,HANOVER,PA,17331.0,4907.0,Single Family Residential,,31101.0,,,0.13,5663,,134300.0,21800.0,112500.0,134300.0,21800.0,112500.0,2530.4,2018,0,2018,CONEWAGO V,1440,1440,0,0,0,1900,1900,3,8,2,,Partial Basement,,,0,Detached Garage,Forced air unit,,,,,,39.803888,-76.999854,0.0,1.0,0.0,0.29,160000.0,0.26,162000.0,0.29,145749.0,0.2788,122707.0,Y,125900.0,09/29/11
57,42001,08 031-0118---000,0,35,,,,ROSECROFT,RUN,,,,HANOVER,PA,17331.0,8643.0,Single Family Residential,,31102.0,,,1.79,77972,,153100.0,77800.0,75300.0,153100.0,77800.0,75300.0,2884.62,2018,0,2018,CONEWAGO V,1186,1186,0,0,0,1980,1980,1,3,1,Central,,,,1,None,Forced air unit,,,,100.0,,39.792795,-77.047761,194800.0,0.15,199500.0,0.19,194000.0,0.19,199000.0,0.24,148486.0,0.2123,116250.0,Y,155000.0,01/01/07
58,42001,09 E12-0074---000,0,1365,,,,CHAMBERSBURG,RD,,,,GETTYSBURG,PA,17325.0,8438.0,Single Family Residential,,31401.0,,,9.87,429937,,413500.0,201900.0,211600.0,413500.0,201900.0,211600.0,709.4,2018,0,2018,GERRYSBURG,2436,2436,0,0,990,1860,1860,5,9,2,,Full Basement,,,0,Attached Garage,Hot Water,,,,,,39.848966,-77.276372,0.0,1.0,267300.0,0.24,267000.0,0.23,275000.0,0.28,375660.0,0.1057,0.0,Y,233500.0,07/06/17
59,42001,09 E12-0074---000,0,1365,,,,CHAMBERSBURG,RD,,,,GETTYSBURG,PA,17325.0,8438.0,Single Family Residential,,31401.0,,,9.87,429937,,413500.0,201900.0,211600.0,413500.0,201900.0,211600.0,709.4,2018,0,2018,GERRYSBURG,2436,2436,0,0,990,1860,1860,5,9,2,,Full Basement,,,0,Attached Garage,Hot Water,,,,,,39.848966,-77.276372,0.0,1.0,267300.0,0.24,267000.0,0.23,275000.0,0.28,375660.0,0.1057,0.0,Y,290000.0,02/22/12
60,42001,08 021-0039---000,1,22,,,,EVERGREEN,DR,,,,HANOVER,PA,17331.0,8937.0,Single Family Residential,,31000.0,,,0.26,11326,,164200.0,33800.0,130400.0,164200.0,33800.0,130400.0,3093.76,2018,0,2018,CONEWAGO V,1391,1391,0,0,300,1958,1958,3,6,2,Central,Full Basement,,,0,Attached Garage,Electric,,,,200.0,,39.820626,-77.030151,172200.0,0.19,0.0,0.26,172000.0,0.24,173000.0,0.26,158636.0,0.2125,177187.0,Y,179900.0,08/25/08
61,42001,08 021-0039---000,1,22,,,,EVERGREEN,DR,,,,HANOVER,PA,17331.0,8937.0,Single Family Residential,,31000.0,,,0.26,11326,,164200.0,33800.0,130400.0,164200.0,33800.0,130400.0,3093.76,2018,0,2018,CONEWAGO V,1391,1391,0,0,300,1958,1958,3,6,2,Central,Full Basement,,,0,Attached Garage,Electric,,,,200.0,,39.820626,-77.030151,172200.0,0.19,0.0,0.26,172000.0,0.24,173000.0,0.26,158636.0,0.2125,0.0,,173042.0,03/22/13
62,42001,08 021-0039---000,1,22,,,,EVERGREEN,DR,,,,HANOVER,PA,17331.0,8937.0,Single Family Residential,,31000.0,,,0.26,11326,,164200.0,33800.0,130400.0,164200.0,33800.0,130400.0,3093.76,2018,0,2018,CONEWAGO V,1391,1391,0,0,300,1958,1958,3,6,2,Central,Full Basement,,,0,Attached Garage,Electric,,,,200.0,,39.820626,-77.030151,172200.0,0.19,0.0,0.26,172000.0,0.24,173000.0,0.26,158636.0,0.2125,0.0,Y,67500.0,07/15/15
63,42001,08 031-0120---000,0,21,,,,DICKINSON,DR,,,,HANOVER,PA,17331.0,7766.0,Single Family Residential,,31102.0,,,1.62,70567,,400700.0,60300.0,340400.0,400700.0,60300.0,340400.0,7549.75,2018,0,2018,CONEWAGO V,3287,3287,0,0,1016,2000,2000,4,10,3,Central,Full Basement,,,1,Attached Garage,Forced air unit,,,,200.0,,39.789571,-77.045896,440800.0,0.1,440800.0,0.13,441000.0,0.14,438000.0,0.16,401055.0,0.2241,350000.0,Y,385000.0,10/16/14
64,42001,08 031-0120---000,0,21,,,,DICKINSON,DR,,,,HANOVER,PA,17331.0,7766.0,Single Family Residential,,31102.0,,,1.62,70567,,400700.0,60300.0,340400.0,400700.0,60300.0,340400.0,7549.75,2018,0,2018,CONEWAGO V,3287,3287,0,0,1016,2000,2000,4,10,3,Central,Full Basement,,,1,Attached Garage,Forced air unit,,,,200.0,,39.789571,-77.045896,440800.0,0.1,440800.0,0.13,441000.0,0.14,438000.0,0.16,401055.0,0.2241,260000.0,Y,480000.0,01/19/07
65,42001,08 031-0121---000,1,103,,,,STEED,LN,,,,HANOVER,PA,17331.0,8023.0,Single Family Residential,,31102.0,,,0.23,10019,,203800.0,80000.0,123800.0,203800.0,80000.0,123800.0,3839.88,2018,0,2018,CONEWAGO V,1260,1260,0,0,648,2011,2011,3,5,2,Central,,,,0,Attached Garage,Forced air unit,,,,,,39.794979,-77.047508,230600.0,0.05,230800.0,0.07,231000.0,0.08,233000.0,0.09,196809.0,0.2175,199223.0,Y,202899.0,04/30/10
66,42001,08 031-0121---000,1,103,,,,STEED,LN,,,,HANOVER,PA,17331.0,8023.0,Single Family Residential,,31102.0,,,0.23,10019,,203800.0,80000.0,123800.0,203800.0,80000.0,123800.0,3839.88,2018,0,2018,CONEWAGO V,1260,1260,0,0,648,2011,2011,3,5,2,Central,,,,0,Attached Garage,Forced air unit,,,,,,39.794979,-77.047508,230600.0,0.05,230800.0,0.07,231000.0,0.08,233000.0,0.09,196809.0,0.2175,189504.0,Y,193000.0,04/06/16
67,42001,08 008-0297---000,1,269,,,,SOUTH,ST,,,,HANOVER,PA,17331.0,4907.0,Single Family Residential,,31101.0,,,0.27,11761,,179400.0,30000.0,149400.0,179400.0,30000.0,149400.0,3380.15,2018,0,2018,CONEWAGO V,1008,1008,0,0,0,1972,1972,4,7,1,Central,Full Basement,,,1,None,Heat Pump,,,,100.0,,39.803794,-77.002114,0.0,1.0,172600.0,0.25,173000.0,0.23,170000.0,0.25,177123.0,0.2175,0.0,Y,83777.0,06/25/13
68,42001,08 008-0297---000,1,269,,,,SOUTH,ST,,,,HANOVER,PA,17331.0,4907.0,Single Family Residential,,31101.0,,,0.27,11761,,179400.0,30000.0,149400.0,179400.0,30000.0,149400.0,3380.15,2018,0,2018,CONEWAGO V,1008,1008,0,0,0,1972,1972,4,7,1,Central,Full Basement,,,1,None,Heat Pump,,,,100.0,,39.803794,-77.002114,0.0,1.0,172600.0,0.25,173000.0,0.23,170000.0,0.25,177123.0,0.2175,161029.0,Y,164000.0,09/25/13
69,42001,08 008-0297---000,1,269,,,,SOUTH,ST,,,,HANOVER,PA,17331.0,4907.0,Single Family Residential,,31101.0,,,0.27,11761,,179400.0,30000.0,149400.0,179400.0,30000.0,149400.0,3380.15,2018,0,2018,CONEWAGO V,1008,1008,0,0,0,1972,1972,4,7,1,Central,Full Basement,,,1,None,Heat Pump,,,,100.0,,39.803794,-77.002114,0.0,1.0,172600.0,0.25,173000.0,0.23,170000.0,0.25,177123.0,0.2175,177120.0,Y,179900.0,06/28/07
70,42001,08 031-0122---000,1,95,,,,STEED,LN,,,,HANOVER,PA,17331.0,8022.0,Single Family Residential,,31102.0,,,0.23,10019,,231800.0,80000.0,151800.0,231800.0,80000.0,151800.0,4367.44,2018,0,2018,CONEWAGO V,1668,1668,0,0,342,2010,2010,3,11,2,Central,Full Basement,,,0,Attached Garage,Forced air unit,,,,200.0,,39.794945,-77.047596,273800.0,0.05,273900.0,0.07,271000.0,0.07,276000.0,0.1,226954.0,0.2175,230610.0,Y,226000.0,04/23/10
71,42001,08 031-0122---000,1,95,,,,STEED,LN,,,,HANOVER,PA,17331.0,8022.0,Single Family Residential,,31102.0,,,0.23,10019,,231800.0,80000.0,151800.0,231800.0,80000.0,151800.0,4367.44,2018,0,2018,CONEWAGO V,1668,1668,0,0,342,2010,2010,3,11,2,Central,Full Basement,,,0,Attached Garage,Forced air unit,,,,200.0,,39.794945,-77.047596,273800.0,0.05,273900.0,0.07,271000.0,0.07,276000.0,0.1,226954.0,0.2175,0.0,Y,229000.0,10/03/16
72,42001,08 021-0042---000,1,46,,,,EVERGREEN,DR,,,,HANOVER,PA,17331.0,8937.0,Single Family Residential,,31000.0,,,0.26,11326,,154700.0,35600.0,119100.0,154700.0,35600.0,119100.0,2914.76,2018,0,2018,CONEWAGO V,1026,1026,0,0,0,1974,1974,3,5,1,,Full Basement,,,0,Carport,Electric,,,,100.0,,39.820626,-77.030151,161000.0,0.05,161400.0,0.09,159000.0,0.09,162000.0,0.12,153238.0,0.1463,168547.0,Y,165000.0,10/01/18
73,42001,09 E12-0075B--000,0,1219,,,,CHAMBERSBURG,RD,,,,GETTYSBURG,PA,17325.0,7384.0,Industrial (General),,31401.0,,,9.26,403366,,1089600.0,423100.0,666500.0,1089600.0,423100.0,666500.0,1869.32,2018,0,2018,GERRYSBURG,0,0,0,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,700000.0,Y,1300000.0,01/23/07
74,42001,08 031-0123---000,1,87,,,,STEED,LN,,,,HANOVER,PA,17331.0,8022.0,Single Family Residential,,31102.0,,,0.23,10019,,228100.0,80000.0,148100.0,228100.0,80000.0,148100.0,4297.72,2018,0,2018,CONEWAGO V,1186,1186,0,0,676,2010,2010,3,7,3,Central,Full Basement,,,0,Attached Garage,Forced air unit,,,,100.0,,39.794909,-77.047686,228700.0,0.1,229300.0,0.11,228000.0,0.12,231000.0,0.13,220752.0,0.1842,171090.0,Y,190100.0,12/12/14
75,42001,08 031-0123---000,1,87,,,,STEED,LN,,,,HANOVER,PA,17331.0,8022.0,Single Family Residential,,31102.0,,,0.23,10019,,228100.0,80000.0,148100.0,228100.0,80000.0,148100.0,4297.72,2018,0,2018,CONEWAGO V,1186,1186,0,0,676,2010,2010,3,7,3,Central,Full Basement,,,0,Attached Garage,Forced air unit,,,,100.0,,39.794909,-77.047686,228700.0,0.1,229300.0,0.11,228000.0,0.12,231000.0,0.13,220752.0,0.1842,193539.0,Y,242104.0,06/29/10
76,42001,08 021-0043---000,0,54,,,,EVERGREEN,DR,,,,HANOVER,PA,17331.0,8937.0,Single Family Residential,,31000.0,,,0.25,10890,,181300.0,40500.0,140800.0,181300.0,40500.0,140800.0,3415.95,2018,0,2018,CONEWAGO V,1232,1232,0,0,0,1977,1977,4,8,2,Central,,,,1,None,Electric,,,,,,39.820626,-77.030151,174700.0,0.08,174700.0,0.13,177000.0,0.13,176000.0,0.15,175124.0,0.2175,176641.0,Y,179900.0,09/09/16
77,42001,08 031-0124---000,0,79,,,,STEED,LN,,,,HANOVER,PA,17331.0,8022.0,Single Family Residential,,31102.0,,,0.23,10019,,242800.0,80000.0,162800.0,242800.0,80000.0,162800.0,4574.69,2018,2009,2018,CONEWAGO V,1720,1720,0,0,400,2009,2009,3,7,2,Central,Full Basement,,,0,Attached Garage,Forced air unit,,,,200.0,,39.794873,-77.047775,277800.0,0.06,277900.0,0.08,276000.0,0.08,280000.0,0.11,227038.0,0.2285,243245.0,Y,240430.0,04/21/09
78,42001,09 E12-0077---000,0,1005,,,,HERRS RIDGE,RD,,,,GETTYSBURG,PA,17325.0,8402.0,Rural Residence (Agricultural),,31401.0,,,103.47,4507153,,139000.0,76500.0,62500.0,676400.0,613900.0,62500.0,238.47,2018,0,2018,GERRYSBURG,1080,1080,0,0,0,2013,2013,3,5,2,Central,,,,0,,Forced air unit,,,,100.0,,39.847917,-77.257697,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,138709.0,0.1057,200000.0,Y,450000.0,08/31/12
79,42001,08 031-0125---000,0,63,,,,STEED,LN,,,,HANOVER,PA,17331.0,8022.0,Single Family Residential,,31102.0,,,0.28,12197,,275800.0,80000.0,195800.0,275800.0,80000.0,195800.0,5196.46,2018,0,2018,CONEWAGO V,2338,2338,0,0,460,2010,2010,4,7,2,Central,Full Basement,,,0,Attached Garage,Forced air unit,,,,200.0,,39.79473,-77.048141,329400.0,0.07,329400.0,0.09,329000.0,0.09,332000.0,0.13,266339.0,0.2285,217847.0,Y,273565.0,06/25/10
80,42001,08 021-0046---000,1,84,,,,EVERGREEN,DR,,,,HANOVER,PA,17331.0,8937.0,Single Family Residential,,31000.0,,,1.98,86249,,232600.0,66500.0,166100.0,232600.0,66500.0,166100.0,4382.51,2018,0,2018,CONEWAGO V,1452,1452,0,0,728,1976,1976,4,7,2,Central,,,,1,Attached Garage,Electric,,,,,,39.819979,-77.029567,225500.0,0.05,225500.0,0.09,225000.0,0.1,221000.0,0.13,214126.0,0.2241,183571.0,Y,179900.0,04/30/13
81,42001,08 031-0126---000,1,55,,,,STEED,LN,,,,HANOVER,PA,17331.0,8022.0,Single Family Residential,,31102.0,,,0.28,12197,,258600.0,80000.0,178600.0,258600.0,80000.0,178600.0,4872.39,2018,0,2018,CONEWAGO V,2023,2023,0,0,380,2010,2010,4,7,2,Central,Full Basement,,,0,Attached Garage,Forced air unit,,,,200.0,,39.794618,-77.048441,298500.0,0.08,298500.0,0.09,298000.0,0.1,301000.0,0.12,245990.0,0.2285,223927.0,Y,246000.0,06/18/10
82,42001,08 009-0001---000,1,334,,,,SOUTH,ST,,,,HANOVER,PA,17331.0,4811.0,Single Family Residential,,31101.0,,,0.22,9583,,136300.0,32100.0,104200.0,136300.0,32100.0,104200.0,2568.08,2018,0,2018,CONEWAGO V,1158,1158,0,0,0,1930,1930,3,6,1,,Full Basement,,,0,Detached Garage,Forced air unit,,,,,,39.8038,-77.005746,151900.0,0.08,150700.0,0.11,147000.0,0.12,145000.0,0.21,134812.0,0.2285,0.0,Y,80000.0,12/20/10
83,42001,08 031-0127---000,0,47,,,,STEED,LN,,,,HANOVER,PA,17331.0,8022.0,Single Family Residential,,31102.0,,,0.26,11326,,277200.0,80000.0,197200.0,277200.0,80000.0,197200.0,5222.84,2018,0,2018,CONEWAGO V,2184,2184,0,0,420,2009,2009,4,9,3,Central,Full Basement,,,0,Attached Garage,Forced air unit,,,,200.0,,39.794509,-77.048744,319800.0,0.07,320000.0,0.09,324000.0,0.1,322000.0,0.13,263112.0,0.2285,228510.0,Y,253900.0,01/04/10
84,42001,09 E12-0079---000,1,1380,,,,CHAMBERSBURG,RD,,,,GETTYSBURG,PA,17325.0,8439.0,Office Bldg (General),,31401.0,,,24.67,1074625,,426000.0,276700.0,149300.0,426000.0,276700.0,149300.0,730.85,2018,2009,2018,GERRYSBURG,0,0,0,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,30072.0,01/28/16
85,42001,08 031-0128---000,0,39,,,,STEED,LN,,,,HANOVER,PA,17331.0,8022.0,Single Family Residential,,31102.0,,,0.31,13504,,244600.0,80000.0,164600.0,244600.0,80000.0,164600.0,4608.61,2018,0,2018,CONEWAGO V,1567,1567,0,0,400,2010,2010,2,5,2,Central,Full Basement,,,0,Attached Garage,Forced air unit,,,,100.0,,39.794437,-77.049063,272300.0,0.05,272700.0,0.07,269000.0,0.08,270000.0,0.11,226045.0,0.2285,0.0,Y,241120.0,08/19/10
86,42001,08 008-0282---000,0,299,,,,SOUTH,ST,,,,HANOVER,PA,17331.0,4907.0,Single Family Residential,,31101.0,,,0.21,9148,,199600.0,26200.0,173400.0,199600.0,26200.0,173400.0,3760.74,2018,0,2018,CONEWAGO V,1695,1695,0,0,0,1925,1925,3,6,1,,Full Basement,,,0,Detached Garage,Hot Water,,,,,,39.803775,-77.003967,222000.0,0.05,219400.0,0.08,219000.0,0.08,215000.0,0.13,205253.0,0.1463,0.0,Y,225000.0,06/29/07
87,42001,08 021-0026---000,1,63,,,,EVERGREEN,DR,,,,HANOVER,PA,17331.0,8936.0,Single Family Residential,,31000.0,,,0.39,16988,,160900.0,38600.0,122300.0,160900.0,38600.0,122300.0,3031.58,2018,0,2018,CONEWAGO V,1188,1188,0,0,600,1987,1987,3,6,1,,Full Basement,,,0,Underground/Basement,Yes,,,,100.0,,39.820337,-77.02987,174200.0,0.1,174200.0,0.14,174000.0,0.15,173000.0,0.16,155566.0,0.2175,142570.0,Y,145200.0,10/15/14
88,42001,08 031-0107---000,0,74,,,,SAVOIR,DR,,,,HANOVER,PA,17331.0,7778.0,Single Family Residential,,31102.0,,,0.4,17424,,265400.0,53000.0,212400.0,265400.0,53000.0,212400.0,5000.51,2018,0,2018,CONEWAGO V,1974,1974,0,0,400,2003,2003,3,5,2,Central,Full Basement,,,1,Attached Garage,Forced air unit,,,,200.0,,39.79259,-77.046217,285100.0,0.1,285400.0,0.12,284000.0,0.13,286000.0,0.14,248986.0,0.2285,190008.0,Y,196900.0,03/04/11
89,42001,09 E12-0070---000,0,1475,,,,CHAMBERSBURG,RD,,,,GETTYSBURG,PA,17325.0,7301.0,Single Family Residential,,31401.0,,,0.66,28750,,180000.0,47200.0,132800.0,180000.0,47200.0,132800.0,308.81,2018,0,2018,GERRYSBURG,1921,1921,0,0,264,1980,1980,3,7,2,Central,Partial Basement,,,0,Attached Garage,Forced air unit,,,,,,39.850598,-77.280076,197300.0,0.05,197600.0,0.08,199000.0,0.08,209000.0,0.16,189616.0,0.1573,194900.0,Y,194900.0,10/01/18
90,42001,09 E12-0070---000,0,1475,,,,CHAMBERSBURG,RD,,,,GETTYSBURG,PA,17325.0,7301.0,Single Family Residential,,31401.0,,,0.66,28750,,180000.0,47200.0,132800.0,180000.0,47200.0,132800.0,308.81,2018,0,2018,GERRYSBURG,1921,1921,0,0,264,1980,1980,3,7,2,Central,Partial Basement,,,0,Attached Garage,Forced air unit,,,,,,39.850598,-77.280076,197300.0,0.05,197600.0,0.08,199000.0,0.08,209000.0,0.16,189616.0,0.1573,181649.0,Y,185000.0,01/26/09
91,42001,08 008-0285---000,0,285,,,,SOUTH,ST,,,,HANOVER,PA,17331.0,4907.0,Apartments (generic),,31101.0,,,0.26,11326,,145800.0,34400.0,111400.0,145800.0,34400.0,111400.0,2747.08,2018,0,2018,CONEWAGO V,1952,1952,0,0,0,1910,1910,6,10,0,Central,Full Basement,,,0,Detached Garage,Forced air unit,,,,,,,,,,,,,,,,,,0.0,Y,130000.0,03/30/18
92,42001,08 021-0029---000,0,23,,,,LOCUST,DR,,,,HANOVER,PA,17331.0,8943.0,Single Family Residential,,31000.0,,,0.23,10019,,165500.0,35000.0,130500.0,165500.0,35000.0,130500.0,3118.25,2018,0,2018,CONEWAGO V,1080,1080,0,0,324,1984,1984,3,6,2,Central,Full Basement,,,0,Attached Garage,Forced air unit,,,,100.0,,39.819905,-77.03145,140000.0,0.11,140900.0,0.14,149000.0,0.15,146000.0,0.2,140906.0,0.2175,96900.0,Y,114000.0,11/17/17
93,42001,08 021-0030---000,0,15,,,,LOCUST,DR,,,,HANOVER,PA,17331.0,8943.0,Single Family Residential,,31000.0,,,0.23,10019,,211000.0,35000.0,176000.0,211000.0,35000.0,176000.0,3975.54,2018,0,2018,CONEWAGO V,1220,1220,0,0,624,1980,1980,3,6,2,Central,,,,0,Attached Garage,Forced air unit,,,,,,39.820073,-77.030894,192800.0,0.09,193000.0,0.12,199000.0,0.13,191000.0,0.18,180426.0,0.219,0.0,Y,237500.0,10/07/08
94,42001,08 008-0288---000,0,241,,,,SOUTH,ST,,,,HANOVER,PA,17331.0,4907.0,Single Family Residential,,31101.0,,,0.24,10454,,151500.0,28200.0,123300.0,151500.0,28200.0,123300.0,2854.47,2018,0,2018,CONEWAGO V,1080,1080,0,0,420,1964,1964,3,5,1,Central,Full Basement,,,0,Attached Garage,Forced air unit,,,,100.0,,39.803838,-77.000911,141200.0,0.05,139500.0,0.09,139000.0,0.09,141000.0,0.12,148718.0,0.1215,142373.0,Y,145000.0,06/21/18
95,42001,08 031-0113---000,0,36,,,,SAVOIR,DR,,,,HANOVER,PA,17331.0,7778.0,Single Family Residential,,31102.0,,,0.4,17424,,268100.0,53100.0,215000.0,268100.0,53100.0,215000.0,5051.38,2018,0,2018,CONEWAGO V,2036,2036,0,0,480,1999,1999,4,7,2,Central,Full Basement,,,0,Attached Garage,Forced air unit,,,,200.0,,39.791357,-77.045319,263100.0,0.05,263900.0,0.07,268000.0,0.07,264000.0,0.09,255943.0,0.1175,240250.0,Y,252900.0,12/21/18
96,42001,08 008-0290---000,1,233,,,,SOUTH,ST,,,,HANOVER,PA,17331.0,4907.0,Warehouse (Industrial),,31101.0,,,0.11,4792,,52800.0,23400.0,29400.0,52800.0,23400.0,29400.0,994.83,2018,0,2018,CONEWAGO V,0,0,0,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,Y,60000.0,12/20/07
97,42001,08 031-0116---000,1,17,,,,DICKINSON,DR,,,,HANOVER,PA,17331.0,7766.0,Single Family Residential,,31102.0,,,1.07,46609,,325800.0,67000.0,258800.0,325800.0,67000.0,258800.0,6138.53,2018,0,2018,CONEWAGO V,3220,3220,0,0,600,2004,2004,4,9,2,Central,Full Basement,,,1,Attached Garage,Forced air unit,,,,200.0,,39.789787,-77.045666,357100.0,0.07,358400.0,0.1,362000.0,0.11,367000.0,0.13,316349.0,0.2241,233916.0,Y,240000.0,05/27/11
98,42001,08 031-0116---000,1,17,,,,DICKINSON,DR,,,,HANOVER,PA,17331.0,7766.0,Single Family Residential,,31102.0,,,1.07,46609,,325800.0,67000.0,258800.0,325800.0,67000.0,258800.0,6138.53,2018,0,2018,CONEWAGO V,3220,3220,0,0,600,2004,2004,4,9,2,Central,Full Basement,,,1,Attached Garage,Forced air unit,,,,200.0,,39.789787,-77.045666,357100.0,0.07,358400.0,0.1,362000.0,0.11,367000.0,0.13,316349.0,0.2241,0.0,Y,315000.0,08/25/17
99,42001,08 031-0143---000,0,30,,,,STEED,LN,,,,HANOVER,PA,17331.0,8021.0,Single Family Residential,,31102.0,,,0.24,10454,,205000.0,80000.0,125000.0,205000.0,80000.0,125000.0,3862.49,2018,0,2018,CONEWAGO V,1267,1267,0,0,700,2010,2010,3,5,2,Central,,,,0,Attached Garage,Forced air unit,,,,,,39.794418,-77.049376,234100.0,0.06,234400.0,0.08,232000.0,0.08,238000.0,0.11,203596.0,0.2175,215440.0,Y,207900.0,03/18/11
